what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1306788314388
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1306788324841
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1306788358497
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306788371528
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306788372669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788404216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788412278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306788421857
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306788422044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306788423903
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306788424060
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306788424263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1306788424966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788430778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788433419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788480950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788483060
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1306788578997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306788913513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789228232
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1306789228247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789243013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789259325
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306789261950
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1306789271357
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306789278310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789302232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789336060
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1306789336950
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306789344544
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1306789355419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1306789357341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789358325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1306789390669
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1306789390685
